season,afltables_profile_url,votes,vote_rank,eligible_rank,is_ineligible,is_winner,games,three_vote_games,two_vote_games,one_vote_games,polling_games,link_status_value,bootstrap_player_id,display_name,legacy_source_record_id
1925,players/E/Eric_Fleming.html,1,22,22,f,f,17,1,,,1,unique,2888,Eric Fleming,1925:Eric_Fleming
1925,players/E/Ernie_Wilson.html,1,22,22,f,f,16,1,,,1,unique,3879,Ernie Wilson,1925:Ernie_Wilson
1925,players/F/Frank_Jorgensen.html,1,22,22,f,f,8,1,,,1,unique,3146,Frank Jorgensen,1925:Frank_Jorgensen
1925,players/F/Frank_Maher.html,4,3,3,f,f,17,4,,,4,unique,3255,Frank Maher,1925:Frank_Maher
1925,players/F/Fred_Finch.html,1,22,22,f,f,17,1,,,1,unique,2873,Fred Finch,1925:Fred_Finch
1925,players/F/Fred_Phillips.html,1,22,22,f,f,14,1,,,1,unique,2071,Fred Phillips,1925:Fred_Phillips
1925,players/G/Gordon_Coventry.html,1,22,22,f,f,15,1,,,1,unique,1628,Gordon Coventry,1925:Gordon_Coventry
1925,players/G/Gordon_McCracken.html,1,22,22,f,f,17,,,1,1,unique,3289,Gordon McCracken,1925:Gordon_McCracken
1925,players/G/Greg_Stockdale.html,1,22,22,f,f,17,1,,,1,unique,3745,Greg Stockdale,1925:Greg_Stockdale
1925,players/H/Harold_Alexander.html,1,22,22,f,f,16,1,,,1,unique,6832,Harold Alexander,1925:Harold_Alexander
1925,players/H/Hedley_Blackmore.html,2,10,10,f,f,14,2,,,2,unique,2562,Hedley Blackmore,1925:Hedley_Blackmore
1925,players/I/Ivor_Warne-Smith.html,1,22,22,f,f,16,1,,,1,unique,2253,Ivor Warne-Smith,1925:Ivor_Warne-Smith
1925,players/J/Jack_Moriarty.html,2,10,10,f,f,16,2,,,2,unique,3382,Jack Moriarty,1925:Jack_Moriarty
1925,players/J/Jack_Vosti.html,1,22,22,f,f,14,1,,,1,unique,2243,Jack Vosti,1925:Jack_Vosti
1925,players/J/Jim_Jackson.html,1,22,22,f,f,12,1,,,1,unique,3113,Jim Jackson,1925:Jim_Jackson
1925,players/J/Jim_McCashney.html,1,22,22,f,f,17,1,,,1,unique,3287,Jim McCashney,1925:Jim_McCashney
1925,players/J/Jim_Warren.html,1,22,22,f,f,16,1,,,1,unique,3845,Jim Warren,1925:Jim_Warren
1925,players/J/Joe_Scanlan.html,1,22,22,f,f,17,1,,,1,unique,2143,Joe Scanlan,1925:Joe_Scanlan
1925,players/J/John_Harris.html,1,22,22,f,f,9,1,,,1,unique,1785,John Harris,1925:John_Harris
1925,players/J/John_Lewis0.html,1,22,22,f,f,14,1,,,1,resolved,1469,John Lewis,1925:John_Lewis0
1925,players/J/John_Lord0.html,1,22,22,f,f,13,1,,,1,resolved,3228,John Lord,1925:John_Lord0
1925,players/K/Keith_Johns.html,1,22,22,f,f,12,1,,,1,unique,3126,Keith Johns,1925:Keith_Johns
1925,players/L/Len_Wigraft.html,3,5,5,f,f,17,3,,,3,unique,3877,Len Wigraft,1925:Len_Wigraft
1925,players/L/Leo_Dwyer.html,1,22,22,f,f,8,1,,,1,unique,2818,Leo Dwyer,1925:Leo_Dwyer
1925,players/L/Les_Woodfield.html,3,5,5,f,f,17,3,,,3,unique,3909,Les Woodfield,1925:Les_Woodfield
1925,players/L/Lloyd_Hagger.html,2,10,10,f,f,17,2,,,2,unique,2986,Lloyd Hagger,1925:Lloyd_Hagger
1925,players/M/Maurie_Beasy.html,2,10,10,f,f,11,2,,,2,unique,2533,Maurie Beasy,1925:Maurie_Beasy
1925,players/P/Paddy_OBrien.html,1,22,22,f,f,14,1,,,1,unique,3437,Paddy OBrien,1925:Paddy_OBrien
1925,players/P/Paddy_Scanlan.html,1,22,22,f,f,11,1,,,1,unique,3662,Paddy Scanlan,1925:Paddy_Scanlan
1925,players/R/Ray_Brew.html,2,10,10,f,f,17,2,,,2,unique,2591,Ray Brew,1925:Ray_Brew
1925,players/R/Rowley_Watt.html,1,22,22,f,f,13,1,,,1,unique,1891,Rowley Watt,1925:Rowley_Watt
1925,players/S/Stan_McKenzie0.html,1,22,22,f,f,17,1,,,1,resolved,3315,Stan McKenzie,1925:Stan_McKenzie0
1925,players/S/Stan_Trebilco.html,1,22,22,f,f,6,1,,,1,unique,3799,Stan Trebilco,1925:Stan_Trebilco
1925,players/S/Stan_Wittman.html,1,22,22,f,f,17,1,,,1,unique,3907,Stan Wittman,1925:Stan_Wittman
1925,players/S/Syd_Coventry0.html,3,5,5,f,f,16,3,,,3,resolved,1629,Syd Coventry,1925:Syd_Coventry0
1925,players/T/Tom_OHalloran1.html,1,22,22,f,f,17,1,,,1,resolved,3472,Tom OHalloran,1925:Tom_OHalloran1
1925,players/T/Tommy_Corrigan.html,1,22,22,f,f,17,,,1,1,unique,6850,Tommy Corrigan,1925:Tommy_Corrigan
1925,players/W/Wels_Eicke.html,2,10,10,f,f,17,2,,,2,unique,2835,Wels Eicke,1925:Wels_Eicke
1926,players/A/Albert_Outen.html,1,23,23,f,f,10,1,,,1,unique,3489,Albert Outen,1926:Albert_Outen
1926,players/A/Alex_Duncan.html,3,10,10,f,f,13,3,,,3,unique,2810,Alex Duncan,1926:Alex_Duncan
1926,players/A/Alf_Lambe.html,1,23,23,f,f,18,1,,,1,unique,3190,Alf Lambe,1926:Alf_Lambe
1926,players/A/Allan_Geddes.html,5,2,2,f,f,18,5,,,5,unique,1749,Allan Geddes,1926:Allan_Geddes
1926,players/A/Allan_Hopkins.html,2,13,13,f,f,17,2,,,2,unique,1467,Allan Hopkins,1926:Allan_Hopkins
1926,players/B/Bill_Adams.html,4,5,5,f,f,17,4,,,4,unique,2481,Bill Adams,1926:Bill_Adams
1926,players/B/Bill_Hudd.html,1,23,23,f,f,17,1,,,1,unique,3094,Bill Hudd,1926:Bill_Hudd
1926,players/B/Bill_Koop.html,1,23,23,f,f,8,1,,,1,unique,3179,Bill Koop,1926:Bill_Koop
1926,players/B/Bob_Johnson0.html,5,2,2,f,f,17,5,,,5,resolved,1887,Bob Johnson,1926:Bob_Johnson0
1926,players/B/Bob_Makeham.html,1,23,23,f,f,17,1,,,1,unique,1935,Bob Makeham,1926:Bob_Makeham
1926,players/C/Charles_Chapman.html,1,23,23,f,f,16,1,,,1,unique,2667,Charles Chapman,1926:Charles_Chapman
1926,players/C/Charles_Pannam.html,2,13,13,f,f,14,2,,,2,unique,3499,Charles Pannam,1926:Charles_Pannam
1926,players/C/Charlie_Dibbs.html,1,23,23,f,f,17,1,,,1,unique,1670,Charlie Dibbs,1926:Charlie_Dibbs
1926,players/C/Clem_Splatt.html,1,23,23,f,f,3,1,,,1,unique,3729,Clem Splatt,1926:Clem_Splatt
1926,players/C/Cliff_Rankin.html,2,13,13,f,f,18,2,,,2,unique,3561,Cliff Rankin,1926:Cliff_Rankin
1926,players/C/Curly_Linton.html,2,13,13,f,f,17,2,,,2,unique,3212,Curly Linton,1926:Curly_Linton
1926,players/C/Cyril_Gambetta.html,1,23,23,f,f,7,1,,,1,unique,2912,Cyril Gambetta,1926:Cyril_Gambetta
1926,players/D/Dave_Walsh.html,4,5,5,f,f,18,4,,,4,unique,3832,Dave Walsh,1926:Dave_Walsh
1926,players/D/Dick_Taylor.html,1,23,23,f,f,18,1,,,1,unique,3770,Dick Taylor,1926:Dick_Taylor
1926,players/D/Doug_Hayes.html,1,23,23,f,f,14,1,,,1,unique,3021,Doug Hayes,1926:Doug_Hayes
1926,players/E/Edward_Greeves.html,5,2,2,f,f,16,5,,,5,unique,2959,Edward Greeves,1926:Edward_Greeves
1926,players/E/Edward_Stevenson.html,1,23,23,f,f,11,1,,,1,unique,3736,Edward Stevenson,1926:Edward_Stevenson
1926,players/E/Ern_Elliott.html,1,23,23,f,f,14,1,,,1,unique,2836,Ern Elliott,1926:Ern_Elliott
1926,players/E/Ernest_Utting.html,2,13,13,f,f,8,2,,,2,unique,2238,Ernest Utting,1926:Ernest_Utting
1926,players/F/Frank_Aked0.html,1,23,23,f,f,16,1,,,1,resolved,2483,Frank Aked,1926:Frank_Aked0
1926,players/F/Fred_Metcalf.html,1,23,23,f,f,15,1,,,1,unique,3347,Fred Metcalf,1926:Fred_Metcalf
1926,players/F/Fred_Phillips.html,2,13,13,f,f,16,2,,,2,unique,2071,Fred Phillips,1926:Fred_Phillips
1926,players/G/Garnet_Campbell.html,4,5,5,f,f,18,4,,,4,unique,1889,Garnet Campbell,1926:Garnet_Campbell
1926,players/G/Gordon_Coventry.html,1,23,23,f,f,18,1,,,1,unique,1628,Gordon Coventry,1926:Gordon_Coventry
1926,players/G/Gordon_Hellwig.html,2,13,13,f,f,16,2,,,2,unique,3036,Gordon Hellwig,1926:Gordon_Hellwig
1926,players/G/Gordon_McCracken.html,1,23,23,f,f,12,1,,,1,unique,3289,Gordon McCracken,1926:Gordon_McCracken
1926,players/H/Harry_Gregory.html,1,23,23,f,f,18,1,,,1,unique,2960,Harry Gregory,1926:Harry_Gregory
1926,players/H/Horrie_Mason.html,2,13,13,f,f,16,2,,,2,unique,3272,Horrie Mason,1926:Horrie_Mason
1926,players/I/Ivor_Warne-Smith.html,9,1,1,f,t,17,9,,,9,unique,2253,Ivor Warne-Smith,1926:Ivor_Warne-Smith
1926,players/J/Jack_Beveridge.html,1,23,23,f,f,18,1,,,1,unique,1527,Jack Beveridge,1926:Jack_Beveridge
1926,players/J/Jim_McCashney.html,1,23,23,f,f,11,1,,,1,unique,3287,Jim McCashney,1926:Jim_McCashney
1926,players/J/Jim_Watson.html,1,23,23,f,f,16,1,,,1,unique,3853,Jim Watson,1926:Jim_Watson
1926,players/J/Joe_Kelly1.html,1,23,23,f,f,16,1,,,1,resolved,7234,Joe Kelly,1926:Joe_Kelly1
1926,players/J/John_Lewis0.html,1,23,23,f,f,10,1,,,1,resolved,1469,John Lewis,1926:John_Lewis0
1926,players/K/Keith_Millar.html,4,5,5,f,f,16,4,,,4,unique,3351,Keith Millar,1926:Keith_Millar
1926,players/L/Leo_Dwyer.html,3,10,10,f,f,18,3,,,3,unique,2818,Leo Dwyer,1926:Leo_Dwyer
1926,players/L/Les_Woodfield.html,1,23,23,f,f,18,1,,,1,unique,3909,Les Woodfield,1926:Les_Woodfield
1926,players/N/Norm_Beckton.html,1,23,23,f,f,16,1,,,1,unique,2539,Norm Beckton,1926:Norm_Beckton
1926,players/N/Norm_Cockram.html,1,23,23,f,f,17,1,,,1,unique,2698,Norm Cockram,1926:Norm_Cockram
1926,players/N/Norm_Collins.html,1,23,23,f,f,17,1,,,1,unique,2701,Norm Collins,1926:Norm_Collins
1926,players/P/Peter_Reville.html,1,23,23,f,f,13,1,,,1,unique,1888,Peter Reville,1926:Peter_Reville
1926,players/R/Reg_Baker.html,4,5,5,f,f,17,4,,,4,unique,2509,Reg Baker,1926:Reg_Baker
1926,players/R/Rowley_Watt.html,1,23,23,f,f,16,1,,,1,unique,1891,Rowley Watt,1926:Rowley_Watt
1926,players/R/Roy_Cazaly.html,2,13,13,f,f,18,2,,,2,unique,2665,Roy Cazaly,1926:Roy_Cazaly
1926,players/S/Stan_Wittman.html,1,23,23,f,f,13,1,,,1,unique,3907,Stan Wittman,1926:Stan_Wittman
1926,players/S/Syd_Coventry0.html,3,10,10,f,f,16,3,,,3,resolved,1629,Syd Coventry,1926:Syd_Coventry0
1926,players/S/Syd_Hogg.html,1,23,23,f,f,12,1,,,1,unique,3067,Syd Hogg,1926:Syd_Hogg
1926,players/T/Tom_Fitzmaurice.html,1,23,23,f,f,16,1,,,1,unique,2881,Tom Fitzmaurice,1926:Tom_Fitzmaurice
1926,players/T/Tom_OHalloran1.html,2,13,13,f,f,14,2,,,2,resolved,3472,Tom OHalloran,1926:Tom_OHalloran1
1927,players/A/Albert_Outen.html,2,12,12,f,f,18,2,,,2,unique,3489,Albert Outen,1927:Albert_Outen
1927,players/A/Alex_Duncan.html,6,2,2,f,f,18,6,,,6,unique,2810,Alex Duncan,1927:Alex_Duncan
1927,players/A/Allan_Geddes.html,5,4,4,f,f,17,5,,,5,unique,1749,Allan Geddes,1927:Allan_Geddes
1927,players/A/Allan_Hopkins.html,2,12,12,f,f,17,2,,,2,unique,1467,Allan Hopkins,1927:Allan_Hopkins
1927,players/A/Austin_Robertson0.html,3,6,6,f,f,16,3,,,3,resolved,2115,Austin Robertson,1927:Austin_Robertson0
1927,players/B/Barney_Carr.html,1,24,24,f,f,15,1,,,1,unique,2644,Barney Carr,1927:Barney_Carr
1927,players/B/Bert_Chadwick.html,1,24,24,f,f,18,1,,,1,unique,2666,Bert Chadwick,1927:Bert_Chadwick
1927,players/B/Bill_Berryman.html,1,24,24,f,f,17,1,,,1,unique,2554,Bill Berryman,1927:Bill_Berryman
1927,players/B/Billy_Lynch.html,1,24,24,f,f,14,1,,,1,unique,3243,Billy Lynch,1927:Billy_Lynch
1927,players/B/Bob_Johnson0.html,1,24,24,f,f,9,1,,,1,resolved,1887,Bob Johnson,1927:Bob_Johnson0
1927,players/B/Bob_Sellers.html,1,24,24,f,f,18,1,,,1,unique,3673,Bob Sellers,1927:Bob_Sellers
1927,players/C/Charles_Tyson.html,2,12,12,f,f,16,2,,,2,unique,3817,Charles Tyson,1927:Charles_Tyson
1927,players/C/Curly_Linton.html,1,24,24,f,f,3,1,,,1,unique,3212,Curly Linton,1927:Curly_Linton
1927,players/C/Cyril_Gambetta.html,2,12,12,f,f,13,2,,,2,unique,2912,Cyril Gambetta,1927:Cyril_Gambetta
1927,players/D/Danny_Wheelahan.html,1,24,24,f,f,12,1,,,1,unique,3870,Danny Wheelahan,1927:Danny_Wheelahan
1927,players/D/Dick_Taylor.html,6,2,2,f,f,18,6,,,6,unique,3770,Dick Taylor,1927:Dick_Taylor
1927,players/D/Don_Harris.html,1,24,24,f,f,18,1,,,1,unique,1786,Don Harris,1927:Don_Harris
1927,players/D/Donald_Don.html,1,24,24,f,f,14,1,,,1,unique,2792,Donald Don,1927:Donald_Don
1927,players/D/Doug_Johnstone.html,1,24,24,f,f,17,1,,,1,unique,1846,Doug Johnstone,1927:Doug_Johnstone
1927,players/E/Edward_Baker.html,2,12,12,f,f,18,2,,,2,unique,1500,Edward Baker,1927:Edward_Baker
1927,players/E/Edward_Greeves.html,5,4,4,f,f,17,5,,,5,unique,2959,Edward Greeves,1927:Edward_Greeves
1927,players/E/Ernest_Utting.html,3,6,6,f,f,17,3,,,3,unique,2238,Ernest Utting,1927:Ernest_Utting
1927,players/F/Frank_Maher.html,2,12,12,f,f,18,2,,,2,unique,3255,Frank Maher,1927:Frank_Maher
1927,players/F/Frank_OBrien.html,1,24,24,f,f,15,1,,,1,unique,3438,Frank OBrien,1927:Frank_OBrien
1927,players/F/Fred_Gilby.html,2,12,12,f,f,16,2,,,2,unique,1753,Fred Gilby,1927:Fred_Gilby
1927,players/F/Fred_Phillips.html,2,12,12,f,f,17,2,,,2,unique,2071,Fred Phillips,1927:Fred_Phillips
1927,players/G/Garnet_Campbell.html,1,24,24,f,f,15,1,,,1,unique,1889,Garnet Campbell,1927:Garnet_Campbell
1927,players/G/George_Jerram.html,3,6,6,f,f,18,3,,,3,unique,1843,George Jerram,1927:George_Jerram
1927,players/G/George_Todd.html,2,12,12,f,f,18,2,,,2,unique,3789,George Todd,1927:George_Todd
1927,players/G/Gordon_Coventry.html,2,12,12,f,f,18,2,,,2,unique,1628,Gordon Coventry,1927:Gordon_Coventry
1927,players/G/Gordon_Hellwig.html,1,24,24,f,f,14,1,,,1,unique,3036,Gordon Hellwig,1927:Gordon_Hellwig
1927,players/G/Greg_Stockdale.html,3,6,6,f,f,18,3,,,3,unique,3745,Greg Stockdale,1927:Greg_Stockdale
1927,players/H/Harold_Carter.html,1,24,24,f,f,18,1,,,1,unique,2643,Harold Carter,1927:Harold_Carter
1927,players/H/Harry_Baker.html,1,24,24,f,f,13,1,,,1,unique,2510,Harry Baker,1927:Harry_Baker
1927,players/H/Harry_Chesswas.html,1,24,24,f,f,14,1,,,1,unique,2674,Harry Chesswas,1927:Harry_Chesswas
1927,players/H/Herbert_White.html,2,12,12,f,f,17,2,,,2,unique,3872,Herbert White,1927:Herbert_White
1927,players/I/Ivor_Warne-Smith.html,1,24,24,f,f,16,1,,,1,unique,2253,Ivor Warne-Smith,1927:Ivor_Warne-Smith
1927,players/J/Jack_Baggott.html,1,24,24,f,f,18,1,,,1,unique,2505,Jack Baggott,1927:Jack_Baggott
1927,players/J/Jack_Kidd.html,1,24,24,f,f,16,1,,,1,unique,3165,Jack Kidd,1927:Jack_Kidd
1927,players/J/Jack_Vosti.html,1,24,24,f,f,17,1,,,1,unique,2243,Jack Vosti,1927:Jack_Vosti
1927,players/J/Jim_Keddie.html,1,24,24,f,f,13,1,,,1,unique,3151,Jim Keddie,1927:Jim_Keddie
1927,players/J/Jim_McCashney.html,1,24,24,f,f,18,1,,,1,unique,3287,Jim McCashney,1927:Jim_McCashney
1927,players/J/Joe_Hammond.html,1,24,24,f,f,16,1,,,1,unique,1773,Joe Hammond,1927:Joe_Hammond
1927,players/J/Joe_Harrison0.html,1,24,24,f,f,15,1,,,1,resolved,2995,Joe Harrison,1927:Joe_Harrison0
1927,players/J/Joe_Kelly1.html,1,24,24,f,f,15,1,,,1,resolved,7234,Joe Kelly,1927:Joe_Kelly1
1927,players/J/Joe_Poulter.html,1,24,24,f,f,16,1,,,1,unique,3545,Joe Poulter,1927:Joe_Poulter
1927,players/J/John_Lewis0.html,2,12,12,f,f,11,2,,,2,resolved,1469,John Lewis,1927:John_Lewis0
1927,players/L/Len_Wigraft.html,1,24,24,f,f,15,1,,,1,unique,3877,Len Wigraft,1927:Len_Wigraft
1927,players/L/Leo_Dwyer.html,3,6,6,f,f,16,3,,,3,unique,2818,Leo Dwyer,1927:Leo_Dwyer
1927,players/L/Lloyd_Hagger.html,1,24,24,f,f,18,1,,,1,unique,2986,Lloyd Hagger,1927:Lloyd_Hagger
1927,players/L/Lou_Bols.html,1,24,24,f,f,18,1,,,1,unique,2569,Lou Bols,1927:Lou_Bols
1927,players/M/Martin_Brown.html,1,24,24,f,f,16,1,,,1,unique,2596,Martin Brown,1927:Martin_Brown
1927,players/M/Maurie_Beasy.html,1,24,24,f,f,11,1,,,1,unique,2533,Maurie Beasy,1927:Maurie_Beasy
1927,players/P/Peter_Reville.html,1,24,24,f,f,11,1,,,1,unique,1888,Peter Reville,1927:Peter_Reville
1927,players/R/Reg_Hickey.html,1,24,24,f,f,17,1,,,1,unique,1468,Reg Hickey,1927:Reg_Hickey
1927,players/R/Roy_Milne.html,1,24,24,f,f,14,1,,,1,unique,3354,Roy Milne,1927:Roy_Milne
1927,players/R/Roy_Thompson.html,1,24,24,f,f,15,1,,,1,unique,3778,Roy Thompson,1927:Roy_Thompson
1927,players/S/Syd_Coventry0.html,7,1,1,f,t,18,7,,,7,resolved,1629,Syd Coventry,1927:Syd_Coventry0
1927,players/T/Tom_OHalloran1.html,3,6,6,f,f,18,3,,,3,resolved,3472,Tom OHalloran,1927:Tom_OHalloran1
1927,players/W/Willis_Reeve.html,1,24,24,f,f,17,1,,,1,unique,2099,Willis Reeve,1927:Willis_Reeve
1928,players/A/Albert_Collier.html,2,11,11,f,f,18,2,,,2,unique,2702,Albert Collier,1928:Albert_Collier
1928,players/A/Alby_Morrison.html,1,21,21,f,f,16,1,,,1,unique,3383,Alby Morrison,1928:Alby_Morrison
1928,players/A/Alf_Lambe.html,1,21,21,f,f,10,1,,,1,unique,3190,Alf Lambe,1928:Alf_Lambe
1928,players/A/Allan_Geddes.html,1,21,21,f,f,11,1,,,1,unique,1749,Allan Geddes,1928:Allan_Geddes
1928,players/A/Allan_Hopkins.html,3,6,6,f,f,11,3,,,3,unique,1467,Allan Hopkins,1928:Allan_Hopkins
1928,players/A/Arthur_Coghlan.html,1,21,21,f,f,17,1,,,1,unique,2700,Arthur Coghlan,1928:Arthur_Coghlan
1928,players/A/Arthur_Ludlow.html,2,11,11,f,f,18,2,,,2,unique,3240,Arthur Ludlow,1928:Arthur_Ludlow
1928,players/B/Barney_Carr.html,1,21,21,f,f,17,1,,,1,unique,2644,Barney Carr,1928:Barney_Carr
1928,players/B/Basil_McCormack.html,3,6,6,f,f,17,3,,,3,unique,3288,Basil McCormack,1928:Basil_McCormack
