bootstrap_player_id,display_name,afltables_profile_url,evidence,recovery_profile_url
3719,Leo Smyth,players/L/Leo_Smyth.html,unique_name_span,
3761,David Sykes,players/D/David_Sykes.html,unique_name_span,
3762,Bill Sykes,players/B/Bill_Sykes.html,unique_name_span,
3823,Rod Vernon,players/R/Rod_Vernon.html,unique_name_span,
3877,Len Wigraft,players/L/Len_Wigraft.html,unique_name_span,
3881,Tommy Williams,players/T/Tommy_Williams.html,unique_name_span,
3917,Kevin Wright,players/K/Kevin_Wright.html,unique_name_span,
3932,Noel Zunneberg,players/N/Noel_Zunneberg.html,unique_name_span,
6850,Tommy Corrigan,players/T/Tommy_Corrigan.html,unique_name_span,
10924,Peter Brown,players/P/Peter_Brown3.html,operator,
